bin	CHB_two_sided_statistic	CHB_two_sided_pvalue	CHB_two_sided_meta_pvalue	CHB_one_sided_statistic	CHB_one_sided_pvalue	CHB_one_sided_meta_pvalue	CHB_conservative_one_sided_meta_pvalue	CHB_heterozygosity_meta_pvalue	YRI_two_sided_statistic	YRI_two_sided_pvalue	YRI_two_sided_meta_pvalue	YRI_one_sided_statistic	YRI_one_sided_pvalue	YRI_one_sided_meta_pvalue	YRI_conservative_one_sided_meta_pvalue	YRI_heterozygosity_meta_pvalue
1	-230.8967704002499	0.0	0.0	-230.8967704002499	0.0	0.0	0.0	0.0	-1.7021636430834852	0.10502683608741661	7.516175917484058e-05	-1.7021636430834852	0.10502683608741661	7.516175917484058e-05	0.005271386612646045	0.004381212492748854
2	-1.2779528759755494	0.21749945103786958	0.0	-1.2779528759755494	0.21749945103786958	0.0	0.0	0.0	-3.1136334532601624	0.005996423666778012	7.516175917484058e-05	-3.1136334532601624	0.005996423666778012	7.516175917484058e-05	0.005271386612646045	0.004381212492748854
3	-5.126071074656475	7.049949544763645e-05	0.0	-5.126071074656475	7.049949544763645e-05	0.0	0.0	0.0	-6.948005959868066	1.7051264890842589e-06	7.516175917484058e-05	-6.948005959868066	1.7051264890842589e-06	7.516175917484058e-05	0.005271386612646045	0.004381212492748854
4	0.8539010159996342	0.4043795766508661	0.0	0.8539010159996342	0.4043795766508661	0.0	0.0	0.0	0.2053725967335442	0.8395853636839521	7.516175917484058e-05	0.2053725967335442	0.8395853636839521	7.516175917484058e-05	0.005271386612646045	0.004381212492748854
5	0.2402142166602627	0.8128781209243339	0.0	0.2402142166602627	0.8128781209243339	0.0	0.0	0.0	0.7036654750688998	0.49064318133829654	7.516175917484058e-05	0.7036654750688998	0.49064318133829654	7.516175917484058e-05	0.005271386612646045	0.004381212492748854
6	-0.23678923169733435	0.8153538969717874	0.0	-0.23678923169733435	0.8153538969717874	0.0	0.0	0.0	0.7340853303780505	0.47185822578474	7.516175917484058e-05	0.7340853303780505	0.47185822578474	7.516175917484058e-05	0.005271386612646045	0.004381212492748854
7	-1.092732283911665	0.28891878896141665	0.0	-1.092732283911665	0.28891878896141665	0.0	0.0	0.0	-0.13393271120611663	0.8949417081241358	7.516175917484058e-05	-0.13393271120611663	0.8949417081241358	7.516175917484058e-05	0.005271386612646045	0.004381212492748854
8	-1.1046866651568938	0.283840902482708	0.0	-1.1046866651568938	0.283840902482708	0.0	0.0	0.0	-0.848126734946306	0.40750195620567464	7.516175917484058e-05	-0.848126734946306	0.40750195620567464	7.516175917484058e-05	0.005271386612646045	0.004381212492748854
9	0.17105598007616396	0.8660871469949016	0.0	0.17105598007616396	0.8660871469949016	0.0	0.0	0.0	1.9671591118857146	0.0647670937501409	7.516175917484058e-05	1.9671591118857146	0.0647670937501409	7.516175917484058e-05	0.005271386612646045	0.004381212492748854
10	0.44545010917796496	0.661026398240309	0.0	0.44545010917796496	0.661026398240309	0.0	0.0	0.0	-0.5931511307271099	0.5600731796121845	7.516175917484058e-05	-0.5931511307271099	0.5600731796121845	7.516175917484058e-05	0.005271386612646045	0.004381212492748854
