bin	CHB_two_sided_statistic	CHB_two_sided_pvalue	CHB_two_sided_meta_pvalue	CHB_one_sided_statistic	CHB_one_sided_pvalue	CHB_one_sided_meta_pvalue	CHB_conservative_one_sided_meta_pvalue	CHB_heterozygosity_meta_pvalue	YRI_two_sided_statistic	YRI_two_sided_pvalue	YRI_two_sided_meta_pvalue	YRI_one_sided_statistic	YRI_one_sided_pvalue	YRI_one_sided_meta_pvalue	YRI_conservative_one_sided_meta_pvalue	YRI_heterozygosity_meta_pvalue
1	-1.3194005283359636	0.19669691534137979	0.1712065438723289	-1.3194005283359636	0.19669691534137979	0.1712065438723289	0.06238285726287929	0.6319104393210037	-5.03712241380579	1.929359345118849e-05	4.146722666278636e-06	-5.03712241380579	1.929359345118849e-05	4.146722666278636e-06	2.584167758775827e-08	0.00012387490350721972
2	-1.9691139620264764	0.05793178032259983	0.1712065438723289	-1.9691139620264764	0.05793178032259983	0.1712065438723289	0.06238285726287929	0.6319104393210037	-4.627754094261152	6.217799941481607e-05	4.146722666278636e-06	-4.627754094261152	6.217799941481607e-05	4.146722666278636e-06	2.584167758775827e-08	0.00012387490350721972
3	-1.6106453608429603	0.11772535693405059	0.1712065438723289	-1.6106453608429603	0.11772535693405059	0.1712065438723289	0.06238285726287929	0.6319104393210037	-2.830661970116097	0.008209169662650936	4.146722666278636e-06	-2.830661970116097	0.008209169662650936	4.146722666278636e-06	2.584167758775827e-08	0.00012387490350721972
4	0.637217665268843	0.5286610113970827	0.1712065438723289	0.637217665268843	0.5286610113970827	0.1712065438723289	0.06238285726287929	0.6319104393210037	-0.00010433287347707229	0.9999174228603502	4.146722666278636e-06	-0.00010433287347707229	0.9999174228603502	4.146722666278636e-06	2.584167758775827e-08	0.00012387490350721972
5	-1.8525113527008306	0.07381078309982152	0.1712065438723289	-1.8525113527008306	0.07381078309982152	0.1712065438723289	0.06238285726287929	0.6319104393210037	-1.0408673562053752	0.3062515977411937	4.146722666278636e-06	-1.0408673562053752	0.3062515977411937	4.146722666278636e-06	2.584167758775827e-08	0.00012387490350721972
6	0.630765231717243	0.5328164383340077	0.1712065438723289	0.630765231717243	0.5328164383340077	0.1712065438723289	0.06238285726287929	0.6319104393210037	0.0806099832145129	0.9362702180159712	4.146722666278636e-06	0.0806099832145129	0.9362702180159712	4.146722666278636e-06	2.584167758775827e-08	0.00012387490350721972
7	-1.252653575500506	0.21969722539166725	0.1712065438723289	-1.252653575500506	0.21969722539166725	0.1712065438723289	0.06238285726287929	0.6319104393210037	0.0019784444921170335	0.99843410561938	4.146722666278636e-06	0.0019784444921170335	0.99843410561938	4.146722666278636e-06	2.584167758775827e-08	0.00012387490350721972
8	-0.2736041490506784	0.7862631439998086	0.1712065438723289	-0.2736041490506784	0.7862631439998086	0.1712065438723289	0.06238285726287929	0.6319104393210037	-1.9613301425406606	0.05917580756887185	4.146722666278636e-06	-1.9613301425406606	0.05917580756887185	4.146722666278636e-06	2.584167758775827e-08	0.00012387490350721972
9	0.49976780351202543	0.6207665023921085	0.1712065438723289	0.49976780351202543	0.6207665023921085	0.1712065438723289	0.06238285726287929	0.6319104393210037	-0.23223074592793627	0.817884798493725	4.146722666278636e-06	-0.23223074592793627	0.817884798493725	4.146722666278636e-06	2.584167758775827e-08	0.00012387490350721972
10	0.2304373296794694	0.8192653753844721	0.1712065438723289	0.2304373296794694	0.8192653753844721	0.1712065438723289	0.06238285726287929	0.6319104393210037	-1.00588404946508	0.32225538042374724	4.146722666278636e-06	-1.00588404946508	0.32225538042374724	4.146722666278636e-06	2.584167758775827e-08	0.00012387490350721972
